Lab,Tester_Id,Exp,PVS,Scene,Camera,OS,Timestamp,Camera_w_ver,Orientation
agh,268,vime1,vime1_blackwhite_camJ.jpg,blackwhite,Jvime1,4,2017-12-04 15:14:49,Jvime1ver1,hor
agh,273,vime1,vime1_construction_camA-ver1.jpg,construction,Avime1,2,2017-12-04 15:14:50,Avime1ver1,hor
agh,263,vime1,vime1_riverview_camK-ver1.jpg,riverview,Kvime1,3,2017-12-04 15:14:50,Kvime1ver1,hor
agh,272,vime1,vime1_clocktower_camK-ver2.jpg,clocktower,Kvime1,2,2017-12-04 15:14:50,Kvime1ver2,hor
agh,265,vime1,vime1_cathedral_camB.jpg,cathedral,Bvime1,4,2017-12-04 15:14:50,Bvime1ver1,ver
agh,259,vime1,vime1_statue_camC-ver2.jpg,statue,Cvime1,1,2017-12-04 15:14:50,Cvime1ver2,ver
agh,278,vime1,vime1_clocktower_camH-ver2.jpg,clocktower,Hvime1,2,2017-12-04 15:14:50,Hvime1ver2,hor
agh,270,vime1,vime1_cathedral_camK-ver3.jpg,cathedral,Kvime1,2,2017-12-04 15:14:52,Kvime1ver3,hor
agh,276,vime1,vime1_clocktower_camH-ver2.jpg,clocktower,Hvime1,4,2017-12-04 15:14:52,Hvime1ver2,hor
agh,275,vime1,vime1_construction_camB.jpg,construction,Bvime1,5,2017-12-04 15:14:52,Bvime1ver1,hor
agh,264,vime1,vime1_clocktower_camE-ver1.jpg,clocktower,Evime1,4,2017-12-04 15:14:53,Evime1ver1,hor
agh,266,vime1,vime1_blackwhite_camD.jpg,blackwhite,Dvime1,4,2017-12-04 15:14:53,Dvime1ver1,hor
agh,280,vime1,vime1_statue_camA-ver2.jpg,statue,Avime1,4,2017-12-04 15:14:53,Avime1ver2,ver
agh,274,vime1,vime1_construction_camA-ver1.jpg,construction,Avime1,2,2017-12-04 15:14:54,Avime1ver1,hor
agh,275,vime1,vime1_alley_camG.jpg,alley,Gvime1,3,2017-12-04 15:14:54,Gvime1ver1,ver
agh,259,vime1,vime1_cathedral_camA-ver1.jpg,cathedral,Avime1,3,2017-12-04 15:14:54,Avime1ver1,ver
agh,279,vime1,vime1_clocktower_camJ-ver1.jpg,clocktower,Jvime1,4,2017-12-04 15:14:54,Jvime1ver1,hor
agh,273,vime1,vime1_blackwhite_camE.jpg,blackwhite,Evime1,5,2017-12-04 15:14:54,Evime1ver1,hor
agh,268,vime1,vime1_blackwhite_camA-ver3.jpg,blackwhite,Avime1,4,2017-12-04 15:14:56,Avime1ver3,hor
agh,270,vime1,vime1_construction_camJ.jpg,construction,Jvime1,4,2017-12-04 15:14:56,Jvime1ver1,ver
agh,262,vime1,vime1_blackwhite_camJ.jpg,blackwhite,Jvime1,4,2017-12-04 15:14:56,Jvime1ver1,hor
agh,259,vime1,vime1_clocktower_camC-ver1.jpg,clocktower,Cvime1,3,2017-12-04 15:14:57,Cvime1ver1,hor
agh,278,vime1,vime1_clocktower_camA-ver1.jpg,clocktower,Avime1,2,2017-12-04 15:14:57,Avime1ver1,hor
agh,264,vime1,vime1_construction_camJ.jpg,construction,Jvime1,2,2017-12-04 15:14:58,Jvime1ver1,ver
agh,273,vime1,vime1_statue_camC-ver2.jpg,statue,Cvime1,3,2017-12-04 15:14:58,Cvime1ver2,ver
agh,272,vime1,vime1_riverview_camI.jpg,riverview,Ivime1,5,2017-12-04 15:14:58,Ivime1ver1,hor
agh,266,vime1,vime1_riverview_camA-ver2.jpg,riverview,Avime1,5,2017-12-04 15:14:58,Avime1ver2,hor
agh,267,vime1,vime1_clocktower_camI-ver2.jpg,clocktower,Ivime1,3,2017-12-04 15:14:59,Ivime1ver2,hor
agh,274,vime1,vime1_clocktower_camH-ver2.jpg,clocktower,Hvime1,4,2017-12-04 15:14:59,Hvime1ver2,hor
agh,275,vime1,vime1_clocktower_camJ-ver2.jpg,clocktower,Jvime1,4,2017-12-04 15:14:59,Jvime1ver2,hor
agh,276,vime1,vime1_clocktower_camA-ver3.jpg,clocktower,Avime1,4,2017-12-04 15:14:59,Avime1ver3,hor
agh,262,vime1,vime1_alley_camI.jpg,alley,Ivime1,4,2017-12-04 15:14:59,Ivime1ver1,ver
agh,271,vime1,vime1_riverview_camK-ver2.jpg,riverview,Kvime1,3,2017-12-04 15:14:59,Kvime1ver2,hor
agh,270,vime1,vime1_blackwhite_camA-ver2.jpg,blackwhite,Avime1,4,2017-12-04 15:15:00,Avime1ver2,hor
agh,265,vime1,vime1_blackwhite_camI-ver1.jpg,blackwhite,Ivime1,4,2017-12-04 15:15:00,Ivime1ver1,hor
agh,259,vime1,vime1_alley_camI.jpg,alley,Ivime1,3,2017-12-04 15:15:01,Ivime1ver1,ver
agh,280,vime1,vime1_clocktower_camC-ver2.jpg,clocktower,Cvime1,5,2017-12-04 15:15:02,Cvime1ver2,hor
agh,266,vime1,vime1_construction_camF.jpg,construction,Fvime1,4,2017-12-04 15:15:02,Fvime1ver1,hor
agh,274,vime1,vime1_cathedral_camB.jpg,cathedral,Bvime1,3,2017-12-04 15:15:02,Bvime1ver1,ver
agh,276,vime1,vime1_clocktower_camC-ver1.jpg,clocktower,Cvime1,4,2017-12-04 15:15:02,Cvime1ver1,hor
agh,270,vime1,vime1_alley_camA-ver2.jpg,alley,Avime1,5,2017-12-04 15:15:04,Avime1ver2,ver
agh,269,vime1,vime1_statue_camC-ver2.jpg,statue,Cvime1,3,2017-12-04 15:15:04,Cvime1ver2,ver
agh,278,vime1,vime1_riverview_camK-ver2.jpg,riverview,Kvime1,4,2017-12-04 15:15:04,Kvime1ver2,hor
agh,262,vime1,vime1_riverview_camA-ver1.jpg,riverview,Avime1,3,2017-12-04 15:15:04,Avime1ver1,hor
agh,275,vime1,vime1_construction_camA-ver1.jpg,construction,Avime1,1,2017-12-04 15:15:05,Avime1ver1,hor
agh,264,vime1,vime1_clocktower_camG-ver2.jpg,clocktower,Gvime1,1,2017-12-04 15:15:05,Gvime1ver2,ver
agh,267,vime1,vime1_statue_camH-ver1.jpg,statue,Hvime1,4,2017-12-04 15:15:05,Hvime1ver1,ver
agh,271,vime1,vime1_alley_camF.jpg,alley,Fvime1,3,2017-12-04 15:15:06,Fvime1ver1,ver
agh,266,vime1,vime1_cathedral_camB.jpg,cathedral,Bvime1,3,2017-12-04 15:15:06,Bvime1ver1,ver
agh,273,vime1,vime1_cathedral_camK-ver5.jpg,cathedral,Kvime1,2,2017-12-04 15:15:06,Kvime1ver1,ver
agh,276,vime1,vime1_cathedral_camB.jpg,cathedral,Bvime1,3,2017-12-04 15:15:06,Bvime1ver1,ver
agh,270,vime1,vime1_cathedral_camD-ver1.jpg,cathedral,Dvime1,4,2017-12-04 15:15:07,Dvime1ver1,ver
agh,275,vime1,vime1_clocktower_camK-ver1.jpg,clocktower,Kvime1,1,2017-12-04 15:15:07,Kvime1ver1,hor
agh,259,vime1,vime1_cathedral_camH.jpg,cathedral,Hvime1,2,2017-12-04 15:15:07,Hvime1ver1,ver
agh,265,vime1,vime1_cathedral_camD-ver1.jpg,cathedral,Dvime1,3,2017-12-04 15:15:07,Dvime1ver1,ver
agh,262,vime1,vime1_alley_camC-ver2.jpg,alley,Cvime1,3,2017-12-04 15:15:07,Cvime1ver2,ver
agh,278,vime1,vime1_blackwhite_camJ.jpg,blackwhite,Jvime1,3,2017-12-04 15:15:08,Jvime1ver1,hor
agh,274,vime1,vime1_clocktower_camH.jpg,clocktower,Hvime1,3,2017-12-04 15:15:08,Hvime1ver1,hor
agh,279,vime1,vime1_cathedral_camK-ver1.jpg,cathedral,Kvime1,3,2017-12-04 15:15:08,Kvime1ver1,hor
agh,280,vime1,vime1_cathedral_camK-ver3.jpg,cathedral,Kvime1,2,2017-12-04 15:15:08,Kvime1ver3,hor
agh,267,vime1,vime1_statue_camA-ver3.jpg,statue,Avime1,2,2017-12-04 15:15:08,Avime1ver3,ver
agh,263,vime1,vime1_clocktower_camF-ver1.jpg,clocktower,Fvime1,3,2017-12-04 15:15:08,Fvime1ver1,hor
agh,273,vime1,vime1_construction_camC.jpg,construction,Cvime1,2,2017-12-04 15:15:09,Cvime1ver1,hor
agh,266,vime1,vime1_clocktower_camC-ver2.jpg,clocktower,Cvime1,2,2017-12-04 15:15:10,Cvime1ver2,hor
agh,271,vime1,vime1_statue_camI.jpg,statue,Ivime1,3,2017-12-04 15:15:11,Ivime1ver1,ver
agh,270,vime1,vime1_alley_camB.jpg,alley,Bvime1,4,2017-12-04 15:15:11,Bvime1ver1,ver
agh,259,vime1,vime1_clocktower_camB-ver1.jpg,clocktower,Bvime1,4,2017-12-04 15:15:11,Bvime1ver1,hor
agh,275,vime1,vime1_blackwhite_camI-ver2.jpg,blackwhite,Ivime1,3,2017-12-04 15:15:12,Ivime1ver2,hor
agh,267,vime1,vime1_alley_camA-ver2.jpg,alley,Avime1,5,2017-12-04 15:15:12,Avime1ver2,ver
agh,269,vime1,vime1_riverview_camH.jpg,riverview,Hvime1,3,2017-12-04 15:15:13,Hvime1ver1,hor
agh,272,vime1,vime1_construction_camH.jpg,construction,Hvime1,4,2017-12-04 15:15:13,Hvime1ver1,hor
agh,276,vime1,vime1_construction_camA-ver2.jpg,construction,Avime1,4,2017-12-04 15:15:13,Avime1ver2,hor
agh,264,vime1,vime1_statue_camA-ver3.jpg,statue,Avime1,2,2017-12-04 15:15:13,Avime1ver3,ver
agh,280,vime1,vime1_statue_camC-ver2.jpg,statue,Cvime1,2,2017-12-04 15:15:13,Cvime1ver2,ver
agh,263,vime1,vime1_clocktower_camA-ver1.jpg,clocktower,Avime1,1,2017-12-04 15:15:13,Avime1ver1,hor
agh,262,vime1,vime1_statue_camC-ver1.jpg,statue,Cvime1,3,2017-12-04 15:15:13,Cvime1ver1,ver
agh,278,vime1,vime1_clocktower_camC-ver2.jpg,clocktower,Cvime1,4,2017-12-04 15:15:13,Cvime1ver2,hor
agh,265,vime1,vime1_statue_camH-ver1.jpg,statue,Hvime1,4,2017-12-04 15:15:14,Hvime1ver1,ver
agh,275,vime1,vime1_alley_camH.jpg,alley,Hvime1,2,2017-12-04 15:15:14,Hvime1ver1,ver
agh,266,vime1,vime1_blackwhite_camE.jpg,blackwhite,Evime1,4,2017-12-04 15:15:14,Evime1ver1,hor
agh,259,vime1,vime1_cathedral_camD-ver1.jpg,cathedral,Dvime1,4,2017-12-04 15:15:14,Dvime1ver1,ver
agh,274,vime1,vime1_clocktower_camA-ver3.jpg,clocktower,Avime1,4,2017-12-04 15:15:15,Avime1ver3,hor
agh,267,vime1,vime1_cathedral_camK-ver3.jpg,cathedral,Kvime1,3,2017-12-04 15:15:16,Kvime1ver3,hor
agh,263,vime1,vime1_cathedral_camK-ver3.jpg,cathedral,Kvime1,2,2017-12-04 15:15:17,Kvime1ver3,hor
agh,259,vime1,vime1_cathedral_camK-ver2.jpg,cathedral,Kvime1,2,2017-12-04 15:15:17,Kvime1ver2,hor
agh,275,vime1,vime1_clocktower_camC-ver3.jpg,clocktower,Cvime1,2,2017-12-04 15:15:17,Cvime1ver3,hor
agh,265,vime1,vime1_alley_camE.jpg,alley,Evime1,3,2017-12-04 15:15:18,Evime1ver1,ver
agh,272,vime1,vime1_statue_camA-ver3.jpg,statue,Avime1,4,2017-12-04 15:15:18,Avime1ver3,ver
agh,278,vime1,vime1_cathedral_camA-ver1.jpg,cathedral,Avime1,3,2017-12-04 15:15:18,Avime1ver1,ver
agh,273,vime1,vime1_alley_camD.jpg,alley,Dvime1,2,2017-12-04 15:15:18,Dvime1ver1,ver
agh,266,vime1,vime1_riverview_camC-ver2.jpg,riverview,Cvime1,3,2017-12-04 15:15:18,Cvime1ver2,hor
agh,274,vime1,vime1_clocktower_camG-ver2.jpg,clocktower,Gvime1,3,2017-12-04 15:15:19,Gvime1ver2,ver
agh,262,vime1,vime1_clocktower_camC-ver3.jpg,clocktower,Cvime1,4,2017-12-04 15:15:19,Cvime1ver3,hor
agh,267,vime1,vime1_riverview_camA-ver2.jpg,riverview,Avime1,4,2017-12-04 15:15:19,Avime1ver2,hor
agh,269,vime1,vime1_cathedral_camA-ver2.jpg,cathedral,Avime1,5,2017-12-04 15:15:19,Avime1ver2,ver
agh,263,vime1,vime1_construction_camA-ver1.jpg,construction,Avime1,1,2017-12-04 15:15:20,Avime1ver1,hor
agh,276,vime1,vime1_blackwhite_camA-ver3.jpg,blackwhite,Avime1,4,2017-12-04 15:15:20,Avime1ver3,hor
agh,280,vime1,vime1_construction_camJ.jpg,construction,Jvime1,2,2017-12-04 15:15:20,Jvime1ver1,ver
agh,259,vime1,vime1_alley_camA-ver2.jpg,alley,Avime1,2,2017-12-04 15:15:20,Avime1ver2,ver
agh,265,vime1,vime1_statue_camA-ver3.jpg,statue,Avime1,3,2017-12-04 15:15:21,Avime1ver3,ver
agh,264,vime1,vime1_clocktower_camJ-ver2.jpg,clocktower,Jvime1,4,2017-12-04 15:15:21,Jvime1ver2,hor
agh,275,vime1,vime1_cathedral_camB.jpg,cathedral,Bvime1,2,2017-12-04 15:15:21,Bvime1ver1,ver
agh,262,vime1,vime1_construction_camI.jpg,construction,Ivime1,4,2017-12-04 15:15:22,Ivime1ver1,ver
agh,278,vime1,vime1_alley_camG.jpg,alley,Gvime1,2,2017-12-04 15:15:22,Gvime1ver1,ver
agh,272,vime1,vime1_alley_camE.jpg,alley,Evime1,5,2017-12-04 15:15:22,Evime1ver1,ver
agh,279,vime1,vime1_alley_camA-ver2.jpg,alley,Avime1,4,2017-12-04 15:15:22,Avime1ver2,ver
agh,266,vime1,vime1_alley_camE.jpg,alley,Evime1,5,2017-12-04 15:15:23,Evime1ver1,ver
agh,274,vime1,vime1_alley_camE.jpg,alley,Evime1,3,2017-12-04 15:15:23,Evime1ver1,ver
agh,259,vime1,vime1_riverview_camA-ver1.jpg,riverview,Avime1,2,2017-12-04 15:15:23,Avime1ver1,hor
agh,263,vime1,vime1_riverview_camC-ver1.jpg,riverview,Cvime1,3,2017-12-04 15:15:23,Cvime1ver1,hor
agh,276,vime1,vime1_statue_camB.jpg,statue,Bvime1,4,2017-12-04 15:15:23,Bvime1ver1,ver
agh,268,vime1,vime1_blackwhite_camA-ver2.jpg,blackwhite,Avime1,4,2017-12-04 15:15:24,Avime1ver2,hor
agh,267,vime1,vime1_riverview_camI.jpg,riverview,Ivime1,5,2017-12-04 15:15:24,Ivime1ver1,hor
agh,265,vime1,vime1_construction_camH.jpg,construction,Hvime1,4,2017-12-04 15:15:24,Hvime1ver1,hor
agh,271,vime1,vime1_clocktower_camA-ver2.jpg,clocktower,Avime1,4,2017-12-04 15:15:24,Avime1ver2,hor
agh,280,vime1,vime1_blackwhite_camG.jpg,blackwhite,Gvime1,4,2017-12-04 15:15:25,Gvime1ver1,hor
agh,278,vime1,vime1_alley_camE.jpg,alley,Evime1,3,2017-12-04 15:15:25,Evime1ver1,ver
agh,270,vime1,vime1_clocktower_camA-ver3.jpg,clocktower,Avime1,4,2017-12-04 15:15:25,Avime1ver3,hor
agh,275,vime1,vime1_cathedral_camA-ver1.jpg,cathedral,Avime1,3,2017-12-04 15:15:25,Avime1ver1,ver
agh,262,vime1,vime1_construction_camH.jpg,construction,Hvime1,3,2017-12-04 15:15:26,Hvime1ver1,hor
agh,276,vime1,vime1_riverview_camJ.jpg,riverview,Jvime1,4,2017-12-04 15:15:26,Jvime1ver1,hor
agh,259,vime1,vime1_cathedral_camK-ver5.jpg,cathedral,Kvime1,2,2017-12-04 15:15:26,Kvime1ver1,ver
agh,272,vime1,vime1_construction_camA-ver1.jpg,construction,Avime1,3,2017-12-04 15:15:27,Avime1ver1,hor
agh,266,vime1,vime1_clocktower_camF-ver2.jpg,clocktower,Fvime1,4,2017-12-04 15:15:27,Fvime1ver2,hor
agh,278,vime1,vime1_alley_camJ.jpg,alley,Jvime1,1,2017-12-04 15:15:28,Jvime1ver1,ver
agh,274,vime1,vime1_clocktower_camB-ver2.jpg,clocktower,Bvime1,3,2017-12-04 15:15:29,Bvime1ver2,hor
agh,275,vime1,vime1_blackwhite_camG.jpg,blackwhite,Gvime1,4,2017-12-04 15:15:30,Gvime1ver1,hor
agh,265,vime1,vime1_blackwhite_camH.jpg,blackwhite,Hvime1,3,2017-12-04 15:15:30,Hvime1ver1,hor
agh,273,vime1,vime1_cathedral_camB.jpg,cathedral,Bvime1,2,2017-12-04 15:15:30,Bvime1ver1,ver
agh,259,vime1,vime1_clocktower_camJ-ver1.jpg,clocktower,Jvime1,2,2017-12-04 15:15:30,Jvime1ver1,hor
agh,272,vime1,vime1_alley_camH.jpg,alley,Hvime1,4,2017-12-04 15:15:31,Hvime1ver1,ver
agh,266,vime1,vime1_clocktower_camE-ver2.jpg,clocktower,Evime1,3,2017-12-04 15:15:31,Evime1ver2,ver
agh,262,vime1,vime1_clocktower_camA-ver3.jpg,clocktower,Avime1,4,2017-12-04 15:15:31,Avime1ver3,hor
agh,276,vime1,vime1_alley_camI.jpg,alley,Ivime1,5,2017-12-04 15:15:31,Ivime1ver1,ver
agh,267,vime1,vime1_construction_camA-ver2.jpg,construction,Avime1,5,2017-12-04 15:15:32,Avime1ver2,hor
agh,280,vime1,vime1_cathedral_camK-ver4.jpg,cathedral,Kvime1,3,2017-12-04 15:15:32,Kvime1ver1,hor
agh,278,vime1,vime1_construction_camB.jpg,construction,Bvime1,2,2017-12-04 15:15:32,Bvime1ver1,hor
agh,274,vime1,vime1_construction_camA-ver2.jpg,construction,Avime1,2,2017-12-04 15:15:32,Avime1ver2,hor
agh,259,vime1,vime1_riverview_camC-ver2.jpg,riverview,Cvime1,2,2017-12-04 15:15:32,Cvime1ver2,hor
agh,269,vime1,vime1_statue_camA-ver1.jpg,statue,Avime1,4,2017-12-04 15:15:32,Avime1ver1,ver
agh,279,vime1,vime1_blackwhite_camJ.jpg,blackwhite,Jvime1,4,2017-12-04 15:15:32,Jvime1ver1,hor
agh,270,vime1,vime1_alley_camE.jpg,alley,Evime1,4,2017-12-04 15:15:33,Evime1ver1,ver
agh,265,vime1,vime1_statue_camF.jpg,statue,Fvime1,3,2017-12-04 15:15:33,Fvime1ver1,ver
agh,268,vime1,vime1_riverview_camI.jpg,riverview,Ivime1,4,2017-12-04 15:15:33,Ivime1ver1,hor
agh,262,vime1,vime1_riverview_camH.jpg,riverview,Hvime1,3,2017-12-04 15:15:34,Hvime1ver1,hor
agh,266,vime1,vime1_statue_camF.jpg,statue,Fvime1,2,2017-12-04 15:15:34,Fvime1ver1,ver
agh,259,vime1,vime1_clocktower_camG-ver2.jpg,clocktower,Gvime1,2,2017-12-04 15:15:35,Gvime1ver2,ver
agh,267,vime1,vime1_clocktower_camD-ver2.jpg,clocktower,Dvime1,3,2017-12-04 15:15:35,Dvime1ver2,hor
agh,271,vime1,vime1_construction_camA-ver1.jpg,construction,Avime1,2,2017-12-04 15:15:36,Avime1ver1,hor
agh,275,vime1,vime1_clocktower_camH.jpg,clocktower,Hvime1,4,2017-12-04 15:15:36,Hvime1ver1,hor
agh,263,vime1,vime1_blackwhite_camA-ver3.jpg,blackwhite,Avime1,3,2017-12-04 15:15:36,Avime1ver3,hor
agh,262,vime1,vime1_construction_camA-ver1.jpg,construction,Avime1,1,2017-12-04 15:15:36,Avime1ver1,hor
agh,276,vime1,vime1_cathedral_camC-ver2.jpg,cathedral,Cvime1,4,2017-12-04 15:15:36,Cvime1ver2,ver
agh,280,vime1,vime1_blackwhite_camA-ver2.jpg,blackwhite,Avime1,2,2017-12-04 15:15:37,Avime1ver2,hor
agh,259,vime1,vime1_riverview_camB.jpg,riverview,Bvime1,3,2017-12-04 15:15:37,Bvime1ver1,hor
agh,265,vime1,vime1_riverview_camB.jpg,riverview,Bvime1,2,2017-12-04 15:15:37,Bvime1ver1,hor
agh,274,vime1,vime1_blackwhite_camH.jpg,blackwhite,Hvime1,3,2017-12-04 15:15:38,Hvime1ver1,hor
agh,269,vime1,vime1_cathedral_camH.jpg,cathedral,Hvime1,3,2017-12-04 15:15:38,Hvime1ver1,ver
agh,267,vime1,vime1_clocktower_camJ-ver1.jpg,clocktower,Jvime1,3,2017-12-04 15:15:38,Jvime1ver1,hor
agh,270,vime1,vime1_riverview_camC-ver2.jpg,riverview,Cvime1,4,2017-12-04 15:15:38,Cvime1ver2,hor
agh,268,vime1,vime1_cathedral_camE.jpg,cathedral,Evime1,5,2017-12-04 15:15:39,Evime1ver1,ver
agh,266,vime1,vime1_clocktower_camD-ver2.jpg,clocktower,Dvime1,2,2017-12-04 15:15:39,Dvime1ver2,hor
agh,275,vime1,vime1_statue_camK.jpg,statue,Kvime1,1,2017-12-04 15:15:39,Kvime1ver1,hor
agh,262,vime1,vime1_cathedral_camE.jpg,cathedral,Evime1,4,2017-12-04 15:15:40,Evime1ver1,ver
agh,276,vime1,vime1_clocktower_camK-ver2.jpg,clocktower,Kvime1,3,2017-12-04 15:15:40,Kvime1ver2,hor
agh,259,vime1,vime1_statue_camC-ver1.jpg,statue,Cvime1,4,2017-12-04 15:15:40,Cvime1ver1,ver
agh,263,vime1,vime1_statue_camB.jpg,statue,Bvime1,4,2017-12-04 15:15:41,Bvime1ver1,ver
agh,274,vime1,vime1_cathedral_camK-ver3.jpg,cathedral,Kvime1,2,2017-12-04 15:15:41,Kvime1ver3,hor
agh,267,vime1,vime1_clocktower_camH-ver2.jpg,clocktower,Hvime1,4,2017-12-04 15:15:41,Hvime1ver2,hor
agh,273,vime1,vime1_riverview_camH.jpg,riverview,Hvime1,2,2017-12-04 15:15:41,Hvime1ver1,hor
agh,275,vime1,vime1_cathedral_camE.jpg,cathedral,Evime1,2,2017-12-04 15:15:42,Evime1ver1,ver
agh,280,vime1,vime1_blackwhite_camJ.jpg,blackwhite,Jvime1,5,2017-12-04 15:15:42,Jvime1ver1,hor
agh,265,vime1,vime1_clocktower_camF-ver1.jpg,clocktower,Fvime1,3,2017-12-04 15:15:42,Fvime1ver1,hor
agh,259,vime1,vime1_riverview_camK-ver1.jpg,riverview,Kvime1,3,2017-12-04 15:15:43,Kvime1ver1,hor
agh,276,vime1,vime1_statue_camK.jpg,statue,Kvime1,3,2017-12-04 15:15:43,Kvime1ver1,hor
agh,262,vime1,vime1_alley_camK.jpg,alley,Kvime1,2,2017-12-04 15:15:43,Kvime1ver1,ver
agh,275,vime1,vime1_alley_camI.jpg,alley,Ivime1,3,2017-12-04 15:15:44,Ivime1ver1,ver
agh,267,vime1,vime1_statue_camD.jpg,statue,Dvime1,2,2017-12-04 15:15:44,Dvime1ver1,ver
agh,262,vime1,vime1_cathedral_camK-ver3.jpg,cathedral,Kvime1,1,2017-12-04 15:15:45,Kvime1ver3,hor
agh,259,vime1,vime1_statue_camA-ver3.jpg,statue,Avime1,2,2017-12-04 15:15:45,Avime1ver3,ver
agh,272,vime1,vime1_riverview_camC-ver1.jpg,riverview,Cvime1,3,2017-12-04 15:15:46,Cvime1ver1,hor
agh,273,vime1,vime1_clocktower_camI-ver2.jpg,clocktower,Ivime1,5,2017-12-04 15:15:46,Ivime1ver2,hor
agh,266,vime1,vime1_statue_camK.jpg,statue,Kvime1,2,2017-12-04 15:15:46,Kvime1ver1,hor
agh,274,vime1,vime1_cathedral_camI-ver2.jpg,cathedral,Ivime1,5,2017-12-04 15:15:46,Ivime1ver2,hor
agh,276,vime1,vime1_cathedral_camE.jpg,cathedral,Evime1,4,2017-12-04 15:15:46,Evime1ver1,ver
agh,265,vime1,vime1_statue_camB.jpg,statue,Bvime1,3,2017-12-04 15:15:47,Bvime1ver1,ver
agh,275,vime1,vime1_construction_camI.jpg,construction,Ivime1,4,2017-12-04 15:15:47,Ivime1ver1,ver
agh,280,vime1,vime1_clocktower_camI-ver1.jpg,clocktower,Ivime1,4,2017-12-04 15:15:48,Ivime1ver1,hor
agh,262,vime1,vime1_clocktower_camG-ver2.jpg,clocktower,Gvime1,2,2017-12-04 15:15:48,Gvime1ver2,ver
agh,279,vime1,vime1_clocktower_camE-ver1.jpg,clocktower,Evime1,4,2017-12-04 15:15:48,Evime1ver1,hor
agh,259,vime1,vime1_construction_camA-ver3.jpg,construction,Avime1,2,2017-12-04 15:15:49,Avime1ver3,hor
agh,266,vime1,vime1_alley_camC-ver1.jpg,alley,Cvime1,3,2017-12-04 15:15:49,Cvime1ver1,ver
agh,276,vime1,vime1_blackwhite_camG.jpg,blackwhite,Gvime1,4,2017-12-04 15:15:49,Gvime1ver1,hor
agh,267,vime1,vime1_clocktower_camH.jpg,clocktower,Hvime1,3,2017-12-04 15:15:49,Hvime1ver1,hor
agh,275,vime1,vime1_statue_camH-ver1.jpg,statue,Hvime1,3,2017-12-04 15:15:50,Hvime1ver1,ver
agh,263,vime1,vime1_alley_camC-ver2.jpg,alley,Cvime1,4,2017-12-04 15:15:51,Cvime1ver2,ver
agh,268,vime1,vime1_clocktower_camC-ver1.jpg,clocktower,Cvime1,4,2017-12-04 15:15:51,Cvime1ver1,hor
agh,274,vime1,vime1_statue_camI.jpg,statue,Ivime1,3,2017-12-04 15:15:51,Ivime1ver1,ver
agh,259,vime1,vime1_clocktower_camH-ver2.jpg,clocktower,Hvime1,4,2017-12-04 15:15:51,Hvime1ver2,hor
agh,276,vime1,vime1_clocktower_camC-ver3.jpg,clocktower,Cvime1,4,2017-12-04 15:15:51,Cvime1ver3,hor
agh,280,vime1,vime1_riverview_camJ.jpg,riverview,Jvime1,3,2017-12-04 15:15:51,Jvime1ver1,hor
agh,272,vime1,vime1_cathedral_camB.jpg,cathedral,Bvime1,3,2017-12-04 15:15:52,Bvime1ver1,ver
agh,265,vime1,vime1_clocktower_camI-ver2.jpg,clocktower,Ivime1,4,2017-12-04 15:15:52,Ivime1ver2,hor
agh,269,vime1,vime1_clocktower_camI-ver1.jpg,clocktower,Ivime1,4,2017-12-04 15:15:52,Ivime1ver1,hor
agh,266,vime1,vime1_cathedral_camK-ver1.jpg,cathedral,Kvime1,2,2017-12-04 15:15:52,Kvime1ver1,hor
agh,262,vime1,vime1_blackwhite_camG.jpg,blackwhite,Gvime1,2,2017-12-04 15:15:53,Gvime1ver1,hor
agh,267,vime1,vime1_riverview_camK-ver1.jpg,riverview,Kvime1,2,2017-12-04 15:15:53,Kvime1ver1,hor
agh,271,vime1,vime1_riverview_camA-ver2.jpg,riverview,Avime1,5,2017-12-04 15:15:53,Avime1ver2,hor
agh,275,vime1,vime1_clocktower_camA-ver3.jpg,clocktower,Avime1,4,2017-12-04 15:15:53,Avime1ver3,hor
agh,276,vime1,vime1_statue_camH-ver1.jpg,statue,Hvime1,4,2017-12-04 15:15:54,Hvime1ver1,ver
agh,263,vime1,vime1_cathedral_camA-ver2.jpg,cathedral,Avime1,2,2017-12-04 15:15:55,Avime1ver2,ver
agh,278,vime1,vime1_clocktower_camA-ver3.jpg,clocktower,Avime1,3,2017-12-04 15:15:55,Avime1ver3,hor
agh,264,vime1,vime1_clocktower_camJ-ver1.jpg,clocktower,Jvime1,4,2017-12-04 15:15:55,Jvime1ver1,hor
agh,274,vime1,vime1_clocktower_camD-ver1.jpg,clocktower,Dvime1,4,2017-12-04 15:15:56,Dvime1ver1,hor
agh,266,vime1,vime1_clocktower_camI-ver2.jpg,clocktower,Ivime1,5,2017-12-04 15:15:56,Ivime1ver2,hor
agh,272,vime1,vime1_riverview_camK-ver2.jpg,riverview,Kvime1,2,2017-12-04 15:15:56,Kvime1ver2,hor
agh,275,vime1,vime1_riverview_camK-ver2.jpg,riverview,Kvime1,2,2017-12-04 15:15:57,Kvime1ver2,hor
agh,262,vime1,vime1_alley_camE.jpg,alley,Evime1,4,2017-12-04 15:15:57,Evime1ver1,ver
agh,279,vime1,vime1_clocktower_camH.jpg,clocktower,Hvime1,3,2017-12-04 15:15:57,Hvime1ver1,hor
