Lab,Tester_Id,Exp,PVS,Scene,Camera,OS,Timestamp,Camera_w_ver,Orientation
agh,279,ccriq2,BouquetPastel_S_phon_13mp.jpg,BouquetPastel,S,3,2017-12-04 15:40:51,Sver1,
agh,271,ccriq2,BouquetPastel_P_compct_13mp.JPG,BouquetPastel,P,3,2017-12-04 15:40:51,Pver1,
agh,272,ccriq2,PipesNight_B_compct_1mp.JPG,PipesNight,B,1,2017-12-04 15:40:52,Bver1,
agh,283,ccriq2,DenverBotanicGardensRocks_R_phon_13mp.jpg,DenverBotanicGardensRocks,R,3,2017-12-04 15:40:52,Rver1,
agh,275,ccriq2,BouquetPastel_A_phon_1mp.jpg,BouquetPastel,A,3,2017-12-04 15:40:52,Aver1,
agh,267,ccriq2,DenverBotanicGardensRocks_O_compct_8mp.JPG,DenverBotanicGardensRocks,O,5,2017-12-04 15:40:53,Over1,
agh,262,ccriq2,BouquetPastel_W_compct_20mp.JPG,BouquetPastel,W,3,2017-12-04 15:40:53,Wver1,
agh,268,ccriq2,PipesNight_J_tab_5mp.JPG,PipesNight,J,4,2017-12-04 15:40:53,Jver1,
agh,271,ccriq2,BouquetPastel_Q_phon_13mp.jpg,BouquetPastel,Q,3,2017-12-04 15:40:54,Qver1,
agh,266,ccriq2,BouquetPastel_H_phon_5mp.jpg,BouquetPastel,H,4,2017-12-04 15:40:54,Hver1,
agh,274,ccriq2,PipesNight_E_compct_5mp.JPG,PipesNight,E,1,2017-12-04 15:40:54,Ever1,
agh,265,ccriq2,Senior_O_compct_8mp.JPG,Senior,O,4,2017-12-04 15:40:54,Over1,
agh,280,ccriq2,BouquetPastel_S_phon_13mp.jpg,BouquetPastel,S,2,2017-12-04 15:40:54,Sver1,
agh,283,ccriq2,DenverBotanicGardensRocks_W_compct_20mp.JPG,DenverBotanicGardensRocks,W,3,2017-12-04 15:40:55,Wver1,
agh,275,ccriq2,DenverBotanicGardensRocks_G_phon_5mp.jpg,DenverBotanicGardensRocks,G,3,2017-12-04 15:40:55,Gver1,
agh,274,ccriq2,DenverBotanicGardensRocks_A_phon_1mp.jpg,DenverBotanicGardensRocks,A,1,2017-12-04 15:40:56,Aver1,
agh,262,ccriq2,Senior_Q_phon_13mp.jpg,Senior,Q,2,2017-12-04 15:40:56,Qver1,
agh,268,ccriq2,PipesNight_N_phon_8mp.jpg,PipesNight,N,2,2017-12-04 15:40:56,Nver1,
agh,264,ccriq2,Senior_U_dslr_13mp.JPG,Senior,U,3,2017-12-04 15:40:56,Uver1,
agh,267,ccriq2,Senior_S_phon_13mp.jpg,Senior,S,2,2017-12-04 15:40:57,Sver1,
agh,272,ccriq2,PipesNight_P_compct_13mp.JPG,PipesNight,P,3,2017-12-04 15:40:57,Pver1,
agh,271,ccriq2,DenverBotanicGardensRocks_L_phon_8mp.JPG,DenverBotanicGardensRocks,L,3,2017-12-04 15:40:57,Lver1,
agh,266,ccriq2,BouquetPastel_M_phon_8mp.JPG,BouquetPastel,M,3,2017-12-04 15:40:57,Mver1,
agh,279,ccriq2,Senior_I_phon_5mp.jpg,Senior,I,4,2017-12-04 15:40:57,Iver1,
agh,275,ccriq2,Senior_X_dslr_20mp.JPG,Senior,X,4,2017-12-04 15:40:58,Xver1,
agh,280,ccriq2,PipesNight_U_dslr_13mp.JPG,PipesNight,U,2,2017-12-04 15:40:58,Uver1,
agh,268,ccriq2,PipesNight_L_phon_8mp.JPG,PipesNight,L,4,2017-12-04 15:40:59,Lver1,
agh,274,ccriq2,Senior_M_phon_8mp.JPG,Senior,M,4,2017-12-04 15:40:59,Mver1,
agh,265,ccriq2,DenverBotanicGardensRocks_A_phon_1mp.jpg,DenverBotanicGardensRocks,A,4,2017-12-04 15:40:59,Aver1,
agh,283,ccriq2,DenverBotanicGardensRocks_U_dslr_13mp.JPG,DenverBotanicGardensRocks,U,3,2017-12-04 15:40:59,Uver1,
agh,275,ccriq2,Senior_W_compct_20mp.JPG,Senior,W,4,2017-12-04 15:41:00,Wver1,
agh,267,ccriq2,BouquetPastel_D_tab_1mp.JPG,BouquetPastel,D,3,2017-12-04 15:41:00,Dver1,
agh,271,ccriq2,DenverBotanicGardensRocks_A_phon_1mp.jpg,DenverBotanicGardensRocks,A,1,2017-12-04 15:41:00,Aver1,
agh,264,ccriq2,BouquetPastel_G_phon_5mp.jpg,BouquetPastel,G,3,2017-12-04 15:41:00,Gver1,
agh,272,ccriq2,BouquetPastel_M_phon_8mp.JPG,BouquetPastel,M,5,2017-12-04 15:41:00,Mver1,
agh,274,ccriq2,BouquetPastel_H_phon_5mp.jpg,BouquetPastel,H,3,2017-12-04 15:41:01,Hver1,
agh,266,ccriq2,BouquetPastel_W_compct_20mp.JPG,BouquetPastel,W,4,2017-12-04 15:41:01,Wver1,
agh,279,ccriq2,Senior_T_comct_13mp.JPG,Senior,T,4,2017-12-04 15:41:01,Tver1,
agh,265,ccriq2,PipesNight_J_tab_5mp.JPG,PipesNight,J,2,2017-12-04 15:41:02,Jver1,
agh,275,ccriq2,Senior_S_phon_13mp.jpg,Senior,S,3,2017-12-04 15:41:02,Sver1,
agh,268,ccriq2,PipesNight_M_phon_8mp.JPG,PipesNight,M,5,2017-12-04 15:41:02,Mver1,
agh,283,ccriq2,BouquetPastel_X_dslr_20mp.JPG,BouquetPastel,X,4,2017-12-04 15:41:02,Xver1,
agh,267,ccriq2,Senior_E_compct_5mp.JPG,Senior,E,3,2017-12-04 15:41:02,Ever1,
agh,269,ccriq2,DenverBotanicGardensRocks_X_dslr_20mp.JPG,DenverBotanicGardensRocks,X,4,2017-12-04 15:41:03,Xver1,
agh,271,ccriq2,PipesNight_N_phon_8mp.jpg,PipesNight,N,1,2017-12-04 15:41:03,Nver1,
agh,262,ccriq2,DenverBotanicGardensRocks_T_compct_13mp.JPG,DenverBotanicGardensRocks,T,3,2017-12-04 15:41:03,Tver1,
agh,274,ccriq2,PipesNight_D_tab_1mp.JPG,PipesNight,D,1,2017-12-04 15:41:03,Dver1,
agh,279,ccriq2,BouquetPastel_G_phon_5mp.jpg,BouquetPastel,G,4,2017-12-04 15:41:04,Gver1,
agh,265,ccriq2,Senior_B_compct_1mp.JPG,Senior,B,2,2017-12-04 15:41:04,Bver1,
agh,283,ccriq2,Senior_A_phon_1mp.jpg,Senior,A,2,2017-12-04 15:41:05,Aver1,
agh,266,ccriq2,DenverBotanicGardensRocks_K_dslr_8mp.JPG,DenverBotanicGardensRocks,K,5,2017-12-04 15:41:05,Kver1,
agh,262,ccriq2,BouquetPastel_T_compct_13mp.JPG,BouquetPastel,T,2,2017-12-04 15:41:05,Tver1,
agh,268,ccriq2,DenverBotanicGardensRocks_Q_phon_13mp.jpg,DenverBotanicGardensRocks,Q,4,2017-12-04 15:41:06,Qver1,
agh,267,ccriq2,DenverBotanicGardensRocks_R_phon_13mp.jpg,DenverBotanicGardensRocks,R,4,2017-12-04 15:41:06,Rver1,
agh,269,ccriq2,PipesNight_U_dslr_13mp.JPG,PipesNight,U,4,2017-12-04 15:41:06,Uver1,
agh,280,ccriq2,Senior_K_dslr_8mp.JPG,Senior,K,3,2017-12-04 15:41:06,Kver1,
agh,275,ccriq2,BouquetPastel_X_dslr_20mp.JPG,BouquetPastel,X,3,2017-12-04 15:41:06,Xver1,
agh,274,ccriq2,DenverBotanicGardensRocks_I_phon_5mp.jpg,DenverBotanicGardensRocks,I,2,2017-12-04 15:41:07,Iver1,
agh,272,ccriq2,PipesNight_K_dslr_8mp.JPG,PipesNight,K,3,2017-12-04 15:41:07,Kver1,
agh,265,ccriq2,Senior_D_tab_1mp.JPG,Senior,D,1,2017-12-04 15:41:07,Dver1,
agh,263,ccriq2,PipesNight_J_tab_5mp.JPG,PipesNight,J,3,2017-12-04 15:41:07,Jver1,
agh,262,ccriq2,BouquetPastel_N_phon_8mp.jpg,BouquetPastel,N,3,2017-12-04 15:41:07,Nver1,
agh,271,ccriq2,BouquetPastel_F_dslr_5mp.JPG,BouquetPastel,F,3,2017-12-04 15:41:07,Fver1,
agh,269,ccriq2,PipesNight_N_phon_8mp.jpg,PipesNight,N,1,2017-12-04 15:41:08,Nver1,
agh,264,ccriq2,DenverBotanicGardensRocks_P_compct_13mp.JPG,DenverBotanicGardensRocks,P,3,2017-12-04 15:41:08,Pver1,
agh,267,ccriq2,Senior_B_compct_1mp.JPG,Senior,B,2,2017-12-04 15:41:09,Bver1,
agh,275,ccriq2,BouquetPastel_N_phon_8mp.jpg,BouquetPastel,N,4,2017-12-04 15:41:09,Nver1,
agh,266,ccriq2,Senior_U_dslr_13mp.JPG,Senior,U,2,2017-12-04 15:41:09,Uver1,
agh,283,ccriq2,Senior_J_tab_5mp.JPG,Senior,J,2,2017-12-04 15:41:09,Jver1,
agh,274,ccriq2,BouquetPastel_J_tab_5mp.jpg,BouquetPastel,J,2,2017-12-04 15:41:09,Jver1,
agh,262,ccriq2,BouquetPastel_M_phon_8mp.JPG,BouquetPastel,M,3,2017-12-04 15:41:09,Mver1,
agh,268,ccriq2,Senior_V_phon_20mp.jpg,Senior,V,4,2017-12-04 15:41:10,Vver1,
agh,263,ccriq2,BouquetPastel_N_phon_8mp.jpg,BouquetPastel,N,4,2017-12-04 15:41:10,Nver1,
agh,280,ccriq2,Senior_I_phon_5mp.jpg,Senior,I,2,2017-12-04 15:41:10,Iver1,
agh,275,ccriq2,PipesNight_B_compct_1mp.JPG,PipesNight,B,1,2017-12-04 15:41:11,Bver1,
agh,272,ccriq2,BouquetPastel_P_compct_13mp.JPG,BouquetPastel,P,3,2017-12-04 15:41:12,Pver1,
agh,279,ccriq2,BouquetPastel_X_dslr_20mp.JPG,BouquetPastel,X,2,2017-12-04 15:41:12,Xver1,
agh,266,ccriq2,BouquetPastel_X_dslr_20mp.JPG,BouquetPastel,X,3,2017-12-04 15:41:12,Xver1,
agh,267,ccriq2,PipesNight_K_dslr_8mp.JPG,PipesNight,K,4,2017-12-04 15:41:12,Kver1,
agh,274,ccriq2,DenverBotanicGardensRocks_G_phon_5mp.jpg,DenverBotanicGardensRocks,G,2,2017-12-04 15:41:13,Gver1,
agh,263,ccriq2,Senior_J_tab_5mp.JPG,Senior,J,3,2017-12-04 15:41:13,Jver1,
agh,271,ccriq2,PipesNight_H_phon_5mp.jpg,PipesNight,H,2,2017-12-04 15:41:13,Hver1,
agh,262,ccriq2,BouquetPastel_S_phon_13mp.jpg,BouquetPastel,S,1,2017-12-04 15:41:13,Sver1,
agh,265,ccriq2,DenverBotanicGardensRocks_P_compct_13mp.JPG,DenverBotanicGardensRocks,P,3,2017-12-04 15:41:13,Pver1,
agh,264,ccriq2,DenverBotanicGardensRocks_F_dslr_5mp.JPG,DenverBotanicGardensRocks,F,3,2017-12-04 15:41:14,Fver1,
agh,275,ccriq2,PipesNight_U_dslr_13mp.JPG,PipesNight,U,4,2017-12-04 15:41:14,Uver1,
agh,279,ccriq2,Senior_J_tab_5mp.JPG,Senior,J,2,2017-12-04 15:41:15,Jver1,
agh,274,ccriq2,PipesNight_I_phon_5mp.jpg,PipesNight,I,4,2017-12-04 15:41:15,Iver1,
agh,266,ccriq2,BouquetPastel_O_compct_8mp.JPG,BouquetPastel,O,5,2017-12-04 15:41:15,Over1,
agh,267,ccriq2,BouquetPastel_J_tab_5mp.jpg,BouquetPastel,J,3,2017-12-04 15:41:15,Jver1,
agh,269,ccriq2,DenverBotanicGardensRocks_W_compct_20mp.JPG,DenverBotanicGardensRocks,W,4,2017-12-04 15:41:16,Wver1,
agh,264,ccriq2,Senior_N_phon_8mp.jpg,Senior,N,1,2017-12-04 15:41:16,Nver1,
agh,272,ccriq2,DenverBotanicGardensRocks_M_phon_8mp.JPG,DenverBotanicGardensRocks,M,3,2017-12-04 15:41:17,Mver1,
agh,275,ccriq2,DenverBotanicGardensRocks_S_phon_13mp.jpg,DenverBotanicGardensRocks,S,3,2017-12-04 15:41:17,Sver1,
agh,262,ccriq2,Senior_K_dslr_8mp.JPG,Senior,K,3,2017-12-04 15:41:18,Kver1,
agh,265,ccriq2,BouquetPastel_R_phon_13mp.jpg,BouquetPastel,R,4,2017-12-04 15:41:18,Rver1,
agh,263,ccriq2,Senior_P_compct_13mp.JPG,Senior,P,4,2017-12-04 15:41:18,Pver1,
agh,274,ccriq2,PipesNight_F_dslr_5mp.JPG,PipesNight,F,2,2017-12-04 15:41:18,Fver1,
agh,271,ccriq2,BouquetPastel_T_compct_13mp.JPG,BouquetPastel,T,3,2017-12-04 15:41:18,Tver1,
agh,267,ccriq2,DenverBotanicGardensRocks_L_phon_8mp.JPG,DenverBotanicGardensRocks,L,4,2017-12-04 15:41:19,Lver1,
agh,279,ccriq2,BouquetPastel_B_compct_1mp.JPG,BouquetPastel,B,1,2017-12-04 15:41:19,Bver1,
agh,266,ccriq2,PipesNight_J_tab_5mp.JPG,PipesNight,J,5,2017-12-04 15:41:19,Jver1,
agh,262,ccriq2,PipesNight_G_phon_5mp.jpg,PipesNight,G,1,2017-12-04 15:41:19,Gver1,
agh,278,ccriq2,BouquetPastel_X_dslr_20mp.JPG,BouquetPastel,X,3,2017-12-04 15:41:20,Xver1,
agh,272,ccriq2,DenverBotanicGardensRocks_G_phon_5mp.jpg,DenverBotanicGardensRocks,G,1,2017-12-04 15:41:20,Gver1,
agh,264,ccriq2,BouquetPastel_T_compct_13mp.JPG,BouquetPastel,T,4,2017-12-04 15:41:20,Tver1,
agh,274,ccriq2,Senior_I_phon_5mp.jpg,Senior,I,3,2017-12-04 15:41:20,Iver1,
agh,265,ccriq2,BouquetPastel_F_dslr_5mp.JPG,BouquetPastel,F,2,2017-12-04 15:41:20,Fver1,
agh,275,ccriq2,PipesNight_V_phon_20mp.jpg,PipesNight,V,3,2017-12-04 15:41:20,Vver1,
agh,267,ccriq2,Senior_D_tab_1mp.JPG,Senior,D,1,2017-12-04 15:41:21,Dver1,
agh,268,ccriq2,DenverBotanicGardensRocks_H_phon_5mp.jpg,DenverBotanicGardensRocks,H,3,2017-12-04 15:41:22,Hver1,
agh,266,ccriq2,DenverBotanicGardensRocks_H_phon_5mp.jpg,DenverBotanicGardensRocks,H,5,2017-12-04 15:41:22,Hver1,
agh,269,ccriq2,DenverBotanicGardensRocks_S_phon_13mp.jpg,DenverBotanicGardensRocks,S,4,2017-12-04 15:41:22,Sver1,
agh,271,ccriq2,PipesNight_I_phon_5mp.jpg,PipesNight,I,2,2017-12-04 15:41:22,Iver1,
agh,279,ccriq2,DenverBotanicGardensRocks_O_compct_8mp.JPG,DenverBotanicGardensRocks,O,3,2017-12-04 15:41:22,Over1,
agh,278,ccriq2,BouquetPastel_S_phon_13mp.jpg,BouquetPastel,S,2,2017-12-04 15:41:23,Sver1,
agh,262,ccriq2,BouquetPastel_X_dslr_20mp.JPG,BouquetPastel,X,3,2017-12-04 15:41:23,Xver1,
agh,263,ccriq2,DenverBotanicGardensRocks_R_phon_13mp.jpg,DenverBotanicGardensRocks,R,2,2017-12-04 15:41:23,Rver1,
agh,274,ccriq2,DenverBotanicGardensRocks_N_phon_8mp.jpg,DenverBotanicGardensRocks,N,3,2017-12-04 15:41:23,Nver1,
agh,268,ccriq2,DenverBotanicGardensRocks_A_phon_1mp.jpg,DenverBotanicGardensRocks,A,1,2017-12-04 15:41:24,Aver1,
agh,267,ccriq2,Senior_X_dslr_20mp.JPG,Senior,X,5,2017-12-04 15:41:24,Xver1,
agh,264,ccriq2,PipesNight_I_phon_5mp.jpg,PipesNight,I,3,2017-12-04 15:41:24,Iver1,
agh,275,ccriq2,BouquetPastel_F_dslr_5mp.JPG,BouquetPastel,F,4,2017-12-04 15:41:24,Fver1,
agh,265,ccriq2,DenverBotanicGardensRocks_H_phon_5mp.jpg,DenverBotanicGardensRocks,H,3,2017-12-04 15:41:24,Hver1,
agh,272,ccriq2,PipesNight_V_phon_20mp.jpg,PipesNight,V,3,2017-12-04 15:41:25,Vver1,
agh,266,ccriq2,PipesNight_A_phon_1mp.jpg,PipesNight,A,1,2017-12-04 15:41:25,Aver1,
agh,269,ccriq2,PipesNight_E_compct_5mp.JPG,PipesNight,E,1,2017-12-04 15:41:26,Ever1,
agh,262,ccriq2,BouquetPastel_Q_phon_13mp.jpg,BouquetPastel,Q,2,2017-12-04 15:41:26,Qver1,
agh,263,ccriq2,Senior_L_phon_8mp.JPG,Senior,L,2,2017-12-04 15:41:26,Lver1,
agh,279,ccriq2,DenverBotanicGardensRocks_Q_phon_13mp.jpg,DenverBotanicGardensRocks,Q,3,2017-12-04 15:41:27,Qver1,
agh,274,ccriq2,Senior_K_dslr_8mp.JPG,Senior,K,4,2017-12-04 15:41:27,Kver1,
agh,267,ccriq2,BouquetPastel_E_compct_5mp.JPG,BouquetPastel,E,4,2017-12-04 15:41:27,Ever1,
agh,265,ccriq2,PipesNight_O_compct_8mp.JPG,PipesNight,O,2,2017-12-04 15:41:27,Over1,
agh,262,ccriq2,PipesNight_S_phon_13mp.jpg,PipesNight,S,2,2017-12-04 15:41:28,Sver1,
agh,269,ccriq2,DenverBotanicGardensRocks_D_tab_1mp.JPG,DenverBotanicGardensRocks,D,1,2017-12-04 15:41:28,Dver1,
agh,271,ccriq2,Senior_X_dslr_20mp.JPG,Senior,X,3,2017-12-04 15:41:28,Xver1,
agh,268,ccriq2,DenverBotanicGardensRocks_I_phon_5mp.jpg,DenverBotanicGardensRocks,I,3,2017-12-04 15:41:28,Iver1,
agh,274,ccriq2,DenverBotanicGardensRocks_D_tab_1mp.JPG,DenverBotanicGardensRocks,D,1,2017-12-04 15:41:28,Dver1,
agh,266,ccriq2,DenverBotanicGardensRocks_F_dslr_5mp.JPG,DenverBotanicGardensRocks,F,5,2017-12-04 15:41:29,Fver1,
agh,267,ccriq2,Senior_V_phon_20mp.jpg,Senior,V,4,2017-12-04 15:41:29,Vver1,
agh,264,ccriq2,BouquetPastel_O_compct_8mp.JPG,BouquetPastel,O,4,2017-12-04 15:41:30,Over1,
agh,262,ccriq2,DenverBotanicGardensRocks_H_phon_5mp.jpg,DenverBotanicGardensRocks,H,3,2017-12-04 15:41:30,Hver1,
agh,272,ccriq2,PipesNight_S_phon_13mp.jpg,PipesNight,S,2,2017-12-04 15:41:30,Sver1,
agh,263,ccriq2,PipesNight_Q_phon_13mp.jpg,PipesNight,Q,1,2017-12-04 15:41:30,Qver1,
agh,279,ccriq2,DenverBotanicGardensRocks_D_tab_1mp.JPG,DenverBotanicGardensRocks,D,1,2017-12-04 15:41:31,Dver1,
agh,262,ccriq2,BouquetPastel_G_phon_5mp.jpg,BouquetPastel,G,2,2017-12-04 15:41:32,Gver1,
agh,274,ccriq2,DenverBotanicGardensRocks_K_dslr_8mp.JPG,DenverBotanicGardensRocks,K,4,2017-12-04 15:41:33,Kver1,
agh,265,ccriq2,DenverBotanicGardensRocks_R_phon_13mp.jpg,DenverBotanicGardensRocks,R,3,2017-12-04 15:41:33,Rver1,
agh,267,ccriq2,Senior_F_dslr_5mp.JPG,Senior,F,2,2017-12-04 15:41:33,Fver1,
agh,269,ccriq2,DenverBotanicGardensRocks_P_compct_13mp.JPG,DenverBotanicGardensRocks,P,3,2017-12-04 15:41:33,Pver1,
agh,262,ccriq2,Senior_L_phon_8mp.JPG,Senior,L,2,2017-12-04 15:41:34,Lver1,
agh,268,ccriq2,Senior_P_compct_13mp.JPG,Senior,P,5,2017-12-04 15:41:35,Pver1,
agh,266,ccriq2,BouquetPastel_R_phon_13mp.jpg,BouquetPastel,R,4,2017-12-04 15:41:35,Rver1,
agh,274,ccriq2,DenverBotanicGardensRocks_E_compct_5mp.JPG,DenverBotanicGardensRocks,E,3,2017-12-04 15:41:35,Ever1,
agh,275,ccriq2,DenverBotanicGardensRocks_H_phon_5mp.jpg,DenverBotanicGardensRocks,H,3,2017-12-04 15:41:35,Hver1,
agh,271,ccriq2,DenverBotanicGardensRocks_M_phon_8mp.JPG,DenverBotanicGardensRocks,M,2,2017-12-04 15:41:35,Mver1,
agh,264,ccriq2,PipesNight_V_phon_20mp.jpg,PipesNight,V,3,2017-12-04 15:41:36,Vver1,
agh,263,ccriq2,BouquetPastel_S_phon_13mp.jpg,BouquetPastel,S,2,2017-12-04 15:41:36,Sver1,
agh,269,ccriq2,PipesNight_L_phon_8mp.JPG,PipesNight,L,2,2017-12-04 15:41:36,Lver1,
agh,267,ccriq2,DenverBotanicGardensRocks_U_dslr_13mp.JPG,DenverBotanicGardensRocks,U,4,2017-12-04 15:41:36,Uver1,
agh,265,ccriq2,DenverBotanicGardensRocks_E_compct_5mp.JPG,DenverBotanicGardensRocks,E,3,2017-12-04 15:41:36,Ever1,
agh,272,ccriq2,Senior_O_compct_8mp.JPG,Senior,O,5,2017-12-04 15:41:37,Over1,
agh,275,ccriq2,Senior_H_phon_5mp.jpg,Senior,H,4,2017-12-04 15:41:37,Hver1,
agh,274,ccriq2,DenverBotanicGardensRocks_F_dslr_5mp.JPG,DenverBotanicGardensRocks,F,2,2017-12-04 15:41:38,Fver1,
agh,263,ccriq2,PipesNight_L_phon_8mp.JPG,PipesNight,L,2,2017-12-04 15:41:38,Lver1,
agh,266,ccriq2,Senior_M_phon_8mp.JPG,Senior,M,2,2017-12-04 15:41:38,Mver1,
agh,265,ccriq2,BouquetPastel_T_compct_13mp.JPG,BouquetPastel,T,3,2017-12-04 15:41:39,Tver1,
agh,271,ccriq2,BouquetPastel_E_compct_5mp.JPG,BouquetPastel,E,2,2017-12-04 15:41:39,Ever1,
agh,269,ccriq2,BouquetPastel_J_tab_5mp.jpg,BouquetPastel,J,3,2017-12-04 15:41:40,Jver1,
agh,274,ccriq2,DenverBotanicGardensRocks_J_tab_5mp.JPG,DenverBotanicGardensRocks,J,4,2017-12-04 15:41:40,Jver1,
agh,267,ccriq2,DenverBotanicGardensRocks_W_compct_20mp.JPG,DenverBotanicGardensRocks,W,4,2017-12-04 15:41:40,Wver1,
agh,275,ccriq2,DenverBotanicGardensRocks_K_dslr_8mp.JPG,DenverBotanicGardensRocks,K,4,2017-12-04 15:41:40,Kver1,
agh,263,ccriq2,PipesNight_S_phon_13mp.jpg,PipesNight,S,2,2017-12-04 15:41:41,Sver1,
agh,279,ccriq2,PipesNight_P_compct_13mp.JPG,PipesNight,P,1,2017-12-04 15:41:41,Pver1,
agh,265,ccriq2,PipesNight_H_phon_5mp.jpg,PipesNight,H,1,2017-12-04 15:41:41,Hver1,
agh,266,ccriq2,Senior_L_phon_8mp.JPG,Senior,L,3,2017-12-04 15:41:42,Lver1,
agh,275,ccriq2,PipesNight_F_dslr_5mp.JPG,PipesNight,F,2,2017-12-04 15:41:43,Fver1,
agh,271,ccriq2,BouquetPastel_L_phon_8mp.JPG,BouquetPastel,L,2,2017-12-04 15:41:43,Lver1,
agh,264,ccriq2,PipesNight_J_tab_5mp.JPG,PipesNight,J,3,2017-12-04 15:41:43,Jver1,
agh,268,ccriq2,BouquetPastel_S_phon_13mp.jpg,BouquetPastel,S,3,2017-12-04 15:41:44,Sver1,
agh,269,ccriq2,Senior_H_phon_5mp.jpg,Senior,H,3,2017-12-04 15:41:45,Hver1,
agh,263,ccriq2,DenverBotanicGardensRocks_Q_phon_13mp.jpg,DenverBotanicGardensRocks,Q,2,2017-12-04 15:41:45,Qver1,
agh,275,ccriq2,Senior_L_phon_8mp.JPG,Senior,L,2,2017-12-04 15:41:45,Lver1,
agh,274,ccriq2,Senior_S_phon_13mp.jpg,Senior,S,3,2017-12-04 15:41:46,Sver1,
agh,266,ccriq2,DenverBotanicGardensRocks_J_tab_5mp.JPG,DenverBotanicGardensRocks,J,3,2017-12-04 15:41:47,Jver1,
agh,265,ccriq2,DenverBotanicGardensRocks_X_dslr_20mp.JPG,DenverBotanicGardensRocks,X,3,2017-12-04 15:41:47,Xver1,
agh,271,ccriq2,DenverBotanicGardensRocks_U_dslr_13mp.JPG,DenverBotanicGardensRocks,U,2,2017-12-04 15:41:47,Uver1,
agh,263,ccriq2,BouquetPastel_O_compct_8mp.JPG,BouquetPastel,O,3,2017-12-04 15:41:47,Over1,
agh,268,ccriq2,BouquetPastel_X_dslr_20mp.JPG,BouquetPastel,X,5,2017-12-04 15:41:47,Xver1,
agh,264,ccriq2,Senior_L_phon_8mp.JPG,Senior,L,2,2017-12-04 15:41:47,Lver1,
agh,269,ccriq2,BouquetPastel_D_tab_1mp.JPG,BouquetPastel,D,2,2017-12-04 15:41:47,Dver1,
agh,275,ccriq2,Senior_K_dslr_8mp.JPG,Senior,K,3,2017-12-04 15:41:47,Kver1,
agh,274,ccriq2,PipesNight_G_phon_5mp.jpg,PipesNight,G,1,2017-12-04 15:41:48,Gver1,
agh,263,ccriq2,PipesNight_N_phon_8mp.jpg,PipesNight,N,2,2017-12-04 15:41:49,Nver1,
agh,267,ccriq2,DenverBotanicGardensRocks_P_compct_13mp.JPG,DenverBotanicGardensRocks,P,4,2017-12-04 15:41:50,Pver1,
agh,265,ccriq2,Senior_X_dslr_20mp.JPG,Senior,X,4,2017-12-04 15:41:50,Xver1,
agh,274,ccriq2,PipesNight_A_phon_1mp.jpg,PipesNight,A,1,2017-12-04 15:41:50,Aver1,
agh,279,ccriq2,DenverBotanicGardensRocks_N_phon_8mp.jpg,DenverBotanicGardensRocks,N,1,2017-12-04 15:41:51,Nver1,
agh,271,ccriq2,DenverBotanicGardensRocks_P_compct_13mp.JPG,DenverBotanicGardensRocks,P,2,2017-12-04 15:41:51,Pver1,
agh,275,ccriq2,DenverBotanicGardensRocks_Q_phon_13mp.jpg,DenverBotanicGardensRocks,Q,2,2017-12-04 15:41:52,Qver1,
agh,278,ccriq2,PipesNight_P_compct_13mp.JPG,PipesNight,P,2,2017-12-04 15:41:52,Pver1,
agh,264,ccriq2,DenverBotanicGardensRocks_K_dslr_8mp.JPG,DenverBotanicGardensRocks,K,3,2017-12-04 15:41:52,Kver1,
agh,263,ccriq2,DenverBotanicGardensRocks_S_phon_13mp.jpg,DenverBotanicGardensRocks,S,3,2017-12-04 15:41:52,Sver1,
agh,265,ccriq2,BouquetPastel_G_phon_5mp.jpg,BouquetPastel,G,2,2017-12-04 15:41:53,Gver1,
agh,267,ccriq2,DenverBotanicGardensRocks_F_dslr_5mp.JPG,DenverBotanicGardensRocks,F,4,2017-12-04 15:41:53,Fver1,
agh,269,ccriq2,DenverBotanicGardensRocks_U_dslr_13mp.JPG,DenverBotanicGardensRocks,U,3,2017-12-04 15:41:54,Uver1,
agh,274,ccriq2,Senior_O_compct_8mp.JPG,Senior,O,4,2017-12-04 15:41:54,Over1,
agh,275,ccriq2,DenverBotanicGardensRocks_X_dslr_20mp.JPG,DenverBotanicGardensRocks,X,3,2017-12-04 15:41:54,Xver1,
agh,268,ccriq2,DenverBotanicGardensRocks_X_dslr_20mp.JPG,DenverBotanicGardensRocks,X,5,2017-12-04 15:41:54,Xver1,
agh,271,ccriq2,Senior_K_dslr_8mp.JPG,Senior,K,2,2017-12-04 15:41:55,Kver1,
agh,263,ccriq2,PipesNight_H_phon_5mp.jpg,PipesNight,H,3,2017-12-04 15:41:55,Hver1,
agh,265,ccriq2,BouquetPastel_A_phon_1mp.jpg,BouquetPastel,A,2,2017-12-04 15:41:55,Aver1,
agh,274,ccriq2,PipesNight_N_phon_8mp.jpg,PipesNight,N,1,2017-12-04 15:41:56,Nver1,
agh,272,ccriq2,DenverBotanicGardensRocks_H_phon_5mp.jpg,DenverBotanicGardensRocks,H,5,2017-12-04 15:41:56,Hver1,
agh,264,ccriq2,BouquetPastel_W_compct_20mp.JPG,BouquetPastel,W,3,2017-12-04 15:41:57,Wver1,
agh,275,ccriq2,BouquetPastel_K_dslr_8mp.JPG,BouquetPastel,K,4,2017-12-04 15:41:57,Kver1,
agh,265,ccriq2,Senior_N_phon_8mp.jpg,Senior,N,2,2017-12-04 15:41:58,Nver1,
